Age_Display,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
74,1373,8000.0,1899.7125794892559,0.236260640471561,8000.0,True,passes conservative screen,0.3,0.05953469220866008,0.18052127648574598,9
75,1331,8100.0,2114.5540229520475,0.26135324168389207,8100.0,True,passes conservative screen,0.3,0.06816808109746988,0.20542106659488474,9
76,1215,7000.0,1861.8605228889412,0.26461245546377915,7000.0,True,passes conservative screen,0.3,0.06055008527629508,0.20981314949769725,9
77,1089,6500.0,1752.2468367840575,0.2688727275585708,6500.0,True,passes conservative screen,0.3,0.055192677149935115,0.20648463159999933,9
78,1003,5700.0,1537.323468396803,0.2715696536522014,5700.0,True,passes conservative screen,0.2,0.05113751833721241,0.22024721945102207,9
79,924,5400.0,1370.6736989119197,0.2526532441170058,5400.0,True,passes conservative screen,0.2,0.0446191465984701,0.20052423301471511,9
80,834,4800.0,1193.7901284574343,0.25011298630449347,4800.0,True,passes conservative screen,0.2,0.038794478273210885,0.19816775010170642,9
81,867,5100.0,1394.489196173409,0.2723332817882796,5100.0,True,passes conservative screen,0.2,0.044773005816080486,0.21318498924554297,9
82,718,4100.0,1115.2143372618386,0.27323428331397226,4100.0,True,passes conservative screen,0.2,0.03727608625258465,0.22267012806520411,9
83,608,3500.0,976.4614660989498,0.27694329285307534,3500.0,True,passes conservative screen,0.1,0.032868836150384044,0.22728714496142158,9
84,554,3100.0,817.9978597580679,0.2642595970823385,3100.0,True,passes conservative screen,0.1,0.026870792518313532,0.21164785988539558,9
85,521,2900.0,742.3955330637099,0.25302254231644916,2900.0,True,passes conservative screen,0.1,0.02519941194772739,0.20939633493501206,9
86,414,2400.0,633.4508964066946,0.26057172353364183,2400.0,True,passes conservative screen,0.1,0.021090908359045226,0.21152632293311946,9
87,381,2100.0,638.6763195664497,0.30175872575337553,2100.0,True,passes conservative screen,0.1,0.02261677971646877,0.2605341132091872,9
88,342,1900.0,538.906409676506,0.28337945522442287,1900.0,True,passes conservative screen,0.1,0.018374736281197134,0.23557593928567017,9
89,277,1500.0,462.37212824118615,0.30726339961538923,1500.0,True,passes conservative screen,0.1,0.015762783853656696,0.2553917767312321,9
90,979,5300.0,1237.120710010559,0.23539751056262614,5300.0,True,passes conservative screen,0.2,0.038932458334262635,0.1806160834368573,9
