Activity,Profile_Age,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Baseball/softball,25-29,1502,6900.0,940.4305629518774,0.13571164587094142,6900.0,True,passes conservative screen,4.7,0.5936139827533613,0.1273693378784397,10
Baseball/softball,30-34,1514,7400.0,1009.1943559942536,0.13580283732310564,7400.0,True,passes conservative screen,5.0,0.6112306117234662,0.12229522863197358,10
Baseball/softball,35-39,1304,6400.0,916.7185401929646,0.14406321399815106,6400.0,True,passes conservative screen,4.3,0.54618511539192,0.12762252455822035,10
Baseball/softball,40-44,991,4800.0,739.1681174291664,0.154110760016852,4800.0,True,passes conservative screen,3.2,0.4257354494541247,0.1319775117086158,10
Baseball/softball,45-49,772,3600.0,583.0747244427547,0.16019472468700427,3600.0,True,passes conservative screen,2.4,0.3681449943718328,0.15038803353717944,10
Baseball/softball,50-54,577,2800.0,509.4942514697609,0.18412963908964228,2800.0,True,passes conservative screen,1.9,0.32316953010507893,0.17365416594731176,10
Baseball/softball,55-59,392,1800.0,460.4678453186313,0.24910511209373049,1800.0,True,passes conservative screen,1.2,0.2775385282700522,0.22324256232879477,10
Baseball/softball,60-64,305,1400.0,442.68873283663197,0.3079986308264521,1400.0,True,passes conservative screen,1.0,0.27433364205847777,0.2837917542555413,10
Baseball/softball,65-69,273,1500.0,483.7421554517251,0.32530422992113583,1500.0,True,passes conservative screen,1.0,0.2913300992038424,0.29129398565958686,10
Baseball/softball,70-74,198,,372.33262872867175,0.3700481696576256,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.23485542086306763,0.3470548667346536,10
Baseball/softball,75-79,116,,260.79699391085,0.4032626020062422,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.16471252172200454,0.3786887201541202,10
Baseball/softball,80+,70,,165.94347842669563,0.4532232387562028,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.10784862182926798,0.4379625406293583,10
Weight training,0-4,996,2500.0,513.3715587916419,0.2043432734110555,2500.0,True,passes conservative screen,2.5,0.4383749193682854,0.17826382149981998,10
Weight training,5-9,712,2000.0,436.1904421078674,0.2138535272290937,2000.0,True,passes conservative screen,2.0,0.3928862871073555,0.19678686889477898,10
Weight training,10-14,1728,5200.0,849.7006866247841,0.16203516526092437,5200.0,True,passes conservative screen,5.1,0.7286556158313174,0.14195627528158308,10
Weight training,15-19,5086,19300.0,2599.4892071266504,0.134718076266446,19300.0,True,passes conservative screen,18.9,1.5354781315101225,0.08129624034294132,10
Weight training,20-24,3342,14100.0,1823.64807986609,0.1291169625569852,14100.0,True,passes conservative screen,13.8,1.1207555405784155,0.08106663264720834,10
