Activity,Profile_Age,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Combat sports,80+,15,,34.70682569662005,0.7777985480353031,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.04276278711696674,0.8000010802322733,10
Other ball sports,0-4,1871,4700.0,922.194786731265,0.1942068568884372,4700.0,True,passes conservative screen,7.0,1.0790625333600166,0.15317316787050733,10
Other ball sports,5-9,3886,10000.0,1535.5966297047205,0.15400863850196858,10000.0,True,passes conservative screen,14.8,1.777335494388681,0.12015214530719624,10
Other ball sports,10-14,6047,17700.0,2269.4042349889974,0.12841712608390612,17700.0,True,passes conservative screen,26.2,2.6496071351925687,0.10106173601632,10
Other ball sports,15-19,1771,6100.0,850.9641678597567,0.13858886792223382,6100.0,True,passes conservative screen,9.1,1.2461048258938594,0.13679361793273953,10
Other ball sports,20-24,529,2300.0,460.59139607593505,0.1961602394003425,2300.0,True,passes conservative screen,3.5,0.6860362521041681,0.1969411237442777,10
Other ball sports,25-29,571,2300.0,426.4117009621688,0.18161482984527524,2300.0,True,passes conservative screen,3.5,0.6784579243288551,0.19477772913892438,10
Other ball sports,30-34,536,2400.0,444.9736857463141,0.1888189382839034,2400.0,True,passes conservative screen,3.5,0.7163002583908988,0.20488044759386909,10
Other ball sports,35-39,402,1900.0,399.52496724541663,0.21285342815327224,1900.0,True,passes conservative screen,2.8,0.5969191967849917,0.21436133579490624,10
Other ball sports,40-44,351,1600.0,340.12089038026073,0.21609597740618702,1600.0,True,passes conservative screen,2.3,0.5153816887554956,0.2207173858117938,10
Other ball sports,45-49,279,1400.0,333.29688105598166,0.23996857948588388,1400.0,True,passes conservative screen,2.1,0.4774724375438616,0.23172112156070282,10
Other ball sports,50-54,309,1500.0,372.3109413261067,0.2532217568854649,1500.0,True,passes conservative screen,2.2,0.4903477930805437,0.22479861310440147,10
Other ball sports,55-59,367,1800.0,525.0522713704867,0.28784101934175105,1800.0,True,passes conservative screen,2.7,0.5764818285211164,0.2130246933773149,10
Other ball sports,60-64,523,,1020.7416394384567,0.3508189335563042,,False,"CV bound outside [0, 0.33]",,1.1292174411877844,0.2616007315288859,10
Other ball sports,65-69,703,,1438.1266405752808,0.36698009831533446,,False,"CV bound outside [0, 0.33]",,1.6254220578024998,0.27957975143987635,10
Other ball sports,70-74,553,,1309.244048755813,0.4032926414077918,,False,"CV bound outside [0, 0.33]",,1.498697932238968,0.3111773525810622,10
Other ball sports,75-79,363,,811.2618718712306,0.3874681161373992,,False,"CV bound outside [0, 0.33]",,0.9251493887557383,0.29783858254011136,10
Other ball sports,80+,280,,602.3067018873379,0.3967038563363791,,False,"CV bound outside [0, 0.33]",,0.6857302690285042,0.30443615696062726,10
Gymnastics/cheerleading,0-4,649,1400.0,336.2288181088321,0.24765150858425405,1400.0,True,passes conservative screen,2.4,0.4952881960984529,0.2073134580219737,10
Gymnastics/cheerleading,5-9,4748,12900.0,2389.347416862447,0.18531072837117218,12900.0,True,passes conservative screen,22.7,1.8485112769600944,0.08147171149573158,10
Gymnastics/cheerleading,10-14,7897,22900.0,3834.0811692133952,0.16750721919918413,22900.0,True,passes conservative screen,40.3,2.088253083610201,0.05184642690978421,10
Gymnastics/cheerleading,15-19,4787,16500.0,2234.156603452286,0.13554321425758595,16500.0,True,passes conservative screen,29.0,1.7831506835211615,0.06147742759188575,10
Gymnastics/cheerleading,20-24,352,1500.0,351.0541048042952,0.2300302299004174,1500.0,True,passes conservative screen,2.7,0.6414014510161998,0.23883846434815834,10
Gymnastics/cheerleading,25-29,122,,166.4779864245602,0.3264727080469166,,False,estimate < 1200; proportion CV unassessed or > 0.33,,0.31733714735482027,0.3536506452402802,10
