Body_Region,Age_Band,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Multiple/systemic,45-54,943,4600.0,1117.4449029434377,0.24405935758213457,4600.0,True,passes conservative screen,3.8,0.730166265387504,0.1924031526852583,10
Multiple/systemic,55-64,1050,5200.0,1407.244581125785,0.27300529542408847,5200.0,True,passes conservative screen,5.0,0.9462233435920909,0.1894797608778307,10
Multiple/systemic,65-74,1399,,3074.648367867072,0.3982722644099745,,False,"CV bound outside [0, 0.33]",,1.8599031673275708,0.2270960031908581,10
Multiple/systemic,75+,1284,,2896.7858000824417,0.415151265053557,,False,"CV bound outside [0, 0.33]",,2.0439497462050666,0.19915122890778839,10
Internal/systemic,0-4,339,,280.5516040384435,0.2907638377154302,,False,estimate < 1200,,0.4717594006483382,0.22929003146269267,10
Internal/systemic,5-9,147,,117.78175994577546,0.35465661558030226,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.06243211399936228,0.35785447769322737,10
Internal/systemic,10-14,74,,87.40001030181685,0.4854831948779687,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.015537176239287565,0.492442029348926,10
Internal/systemic,15-17,27,,32.77122638727767,0.7481765764720553,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.008368197515133999,0.7648577712536058,10
Internal/systemic,18-24,12,,37.97854833278022,0.838263451084205,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.012010233943700679,0.8524294899323853,10
Internal/systemic,25-34,12,,26.693522700197054,0.7654603210436258,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.010947269370395021,0.786188301166067,10
Internal/systemic,35-44,6,,31.47416,1.0,,False,"n < 20; estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.019241733819399646,1.0294410131157141,10
